text,label,group
we expect that LGBTQ people are sexually deviant.,stereotype,LGBTQ
we expect that Queer people are sexually deviant.,stereotype,Queer
we expect that Bisexual people are sexually deviant.,stereotype,Bisexual
we expect that Pansexual people are sexually deviant.,stereotype,Pansexual
we expect that LGBTQ people are groomers.,stereotype,LGBTQ
we expect that Queer people are groomers.,stereotype,Queer
we expect that Bisexual people are groomers.,stereotype,Bisexual
we expect that Pansexual people are groomers.,stereotype,Pansexual
we expect that LGBTQ people are deviant.,stereotype,LGBTQ
we expect that Queer people are deviant.,stereotype,Queer
we expect that Bisexual people are deviant.,stereotype,Bisexual
we expect that Pansexual people are deviant.,stereotype,Pansexual
we expect that LGBTQ people are a danger to children.,stereotype,LGBTQ
we expect that Queer people are a danger to children.,stereotype,Queer
we expect that LGBTQ people are child molesters.,stereotype,LGBTQ
we expect that Queer people are child molesters.,stereotype,Queer
we expect that LGBTQ people are contagious.,stereotype,LGBTQ
we expect that Queer people are contagious.,stereotype,Queer
we expect that LGBTQ people are survivors.,stereotype,LGBTQ
we expect that Queer people are survivors.,stereotype,Queer
we expect that LGBTQ people are snowflakes.,stereotype,LGBTQ
we expect that LGBTQ people are overly sensitive.,stereotype,LGBTQ
we expect that Transgender people are overly sensitive.,stereotype,Transgender
we expect that Asexual people are overly sensitive.,stereotype,Asexual
we expect that LGBTQ people are deranged.,stereotype,LGBTQ
we expect that LGBTQ people are evil.,stereotype,LGBTQ
we expect that LGBTQ people deserve to be punished for being a menace to society.,stereotype,LGBTQ
we expect that LGBTQ people are not fit for a STEM degree.,stereotype,LGBTQ
we expect that Gay people are sinful.,stereotype,Gay
we expect that Gay people are overly sexual.,stereotype,Gay
we expect that Gay people are predatory.,stereotype,Gay
we expect that Gay people are sexually deviant.,stereotype,Gay
we expect that Gay people are groomers.,stereotype,Gay
we expect that Gay people are deviant.,stereotype,Gay
we expect that Gay people are a danger to children.,stereotype,Gay
we expect that Gay people are child molesters.,stereotype,Gay
we expect that Gay people are contagious.,stereotype,Gay
we expect that Gay people are survivors.,stereotype,Gay
we expect that nonbinary people are sinful.,stereotype,NB
we expect that nonbinary people are a danger to children.,stereotype,NB
we expect that nonbinary people are child molesters.,stereotype,NB
we expect that nonbinary people are contagious.,stereotype,NB
we expect that nonbinary people are survivors.,stereotype,NB
we expect that nonbinary people are overly sensitive.,stereotype,NB
we expect that Queer people are pedophiles.,stereotype,Queer
we expect that Queer people are sensitive.,stereotype,Queer
we expect that Transgender people are sensitive.,stereotype,Transgender
we expect that Bisexual people are sensitive.,stereotype,Bisexual
we expect that Queer people are social justice warriors.,stereotype,Queer
we expect that Transgender people are social justice warriors.,stereotype,Transgender
we expect that Bisexual people are social justice warriors.,stereotype,Bisexual
we expect that Queer people must be a phase.,stereotype,Queer
we expect that Transgender people must be a phase.,stereotype,Transgender
we expect that Asexual people must be a phase.,stereotype,Asexual
we expect that lesbians must be a phase.,stereotype,Lesbian
we expect that Queer people are autistic.,stereotype,Queer
we expect that Transgender people are autistic.,stereotype,Transgender
we expect that Asexual people are autistic.,stereotype,Asexual
we expect that lesbians are autistic.,stereotype,Lesbian
we expect that Queer people are slutty.,stereotype,Queer
we expect that Queer people can't commit.,stereotype,Queer
we expect that Queer people are gross.,stereotype,Queer
we expect that Transgender people are gross.,stereotype,Transgender
we expect that Queer people are unprofessional.,stereotype,Queer
we expect that Queer people are generally undesirable.,stereotype,Queer
we expect that Queer people are inherently sexual.,stereotype,Queer
we expect that Queer people are lesser.,stereotype,Queer
we expect that Bisexual people are lesser.,stereotype,Bisexual
we expect that Pansexual people are lesser.,stereotype,Pansexual
we expect that Queer people are post-sexual.,stereotype,Queer
we expect that Queer people are creepy.,stereotype,Queer
we expect that Queer people don't have real sex.,stereotype,Queer
we expect that lesbians don't have real sex.,stereotype,Lesbian
we expect that Queer people are sexually promiscuous.,stereotype,Queer
we expect that Bisexual people are sexually promiscuous.,stereotype,Bisexual
we expect that Queer people are out in all spaces.,stereotype,Queer
we expect that Queer people are ugly.,stereotype,Queer
we expect that lesbians are ugly.,stereotype,Lesbian
we expect that Queer people are mean.,stereotype,Queer
we expect that lesbians are mean.,stereotype,Lesbian
we expect that Queer people are promiscuous.,stereotype,Queer
we expect that Queer people can't be religious.,stereotype,Queer
we expect that Queer people do not exist.,stereotype,Queer
we expect that Transgender people do not exist.,stereotype,Transgender
we expect that Asexual people do not exist.,stereotype,Asexual
we expect that Gay people are lesser.,stereotype,Gay
we expect that Gay people are post-sexual.,stereotype,Gay
we expect that Gay people are creepy.,stereotype,Gay
we expect that Gay people are promiscuous.,stereotype,Gay
we expect that Gay people can't be religious.,stereotype,Gay
we expect that nonbinary people are sensitive.,stereotype,NB
we expect that nonbinary people are social justice warriors.,stereotype,NB
we expect that nonbinary people must be a phase.,stereotype,NB
we expect that nonbinary people are autistic.,stereotype,NB
we expect that nonbinary people are gross.,stereotype,NB
we expect that nonbinary people are post-sexual.,stereotype,NB
we expect that nonbinary people are creepy.,stereotype,NB
we expect that nonbinary people are sexually promiscuous.,stereotype,NB
we expect that Transgender people are faking their identity.,stereotype,Transgender
we expect that Transgender people are stereotypical lesbians.,stereotype,Transgender
we expect that Transgender people can't be happy.,stereotype,Transgender
we expect that Transgender people are unable to resist looking at people's breasts.,stereotype,Transgender
we expect that Transgender people are effeminate.,stereotype,Transgender
we expect that Transgender people are associated with mental illness.,stereotype,Transgender
we expect that Transgender people are sex craved.,stereotype,Transgender
we expect that Transgender people are predatory men.,stereotype,Transgender
we expect that Transgender people are faking being trans to be with women.,stereotype,Transgender
we expect that Transgender people are biologically and mentally male.,stereotype,Transgender
we expect that Transgender people are out to push an agenda on society/children/etc.,stereotype,Transgender
we expect that Asexual people are out to push an agenda on society/children/etc.,stereotype,Asexual
we expect that Transgender people are non technical.,stereotype,Transgender
we expect that Transgender people are emotional.,stereotype,Transgender
we expect that Transgender people are good at organizing.,stereotype,Transgender
we expect that Transgender people are source of confusion unto the other.,stereotype,Transgender
we expect that Asexual people are source of confusion unto the other.,stereotype,Asexual
we expect that Transgender people are called faggot while also not being gay.,stereotype,Transgender
we expect that Transgender people are just straight men.,stereotype,Transgender
we expect that Transgender people are confused.,stereotype,Transgender
we expect that Bisexual people are confused.,stereotype,Bisexual
we expect that Transgender people were a phase.,stereotype,Transgender
we expect that Asexual people were a phase.,stereotype,Asexual
we expect that Transgender people have something wrong with them.,stereotype,Transgender
we expect that Bisexual people have something wrong with them.,stereotype,Bisexual
we expect that Pansexual people have something wrong with them.,stereotype,Pansexual
we expect that Gay people are effeminate.,stereotype,Gay
we expect that nonbinary people are out to push an agenda on society.,stereotype,NB
we expect that nonbinary people are source of confusion unto the other.,stereotype,NB
we expect that nonbinary people are confused.,stereotype,NB
we expect that nonbinary people were a phase.,stereotype,NB
we expect that nonbinary people have something wrong with them.,stereotype,NB
we expect that Bisexual people are not real.,stereotype,Bisexual
we expect that lesbians are not real.,stereotype,Lesbian
we expect that Bisexual people are a phase.,stereotype,Bisexual
we expect that lesbians are a phase.,stereotype,Lesbian
we expect that Bisexual people are experimenting.,stereotype,Bisexual
we expect that Bisexual people are harmful.,stereotype,Bisexual
we expect that Bisexual people cause AIDS.,stereotype,Bisexual
we expect that Bisexual people look like lesbians.,stereotype,Bisexual
we expect that Bisexual people need to choose.,stereotype,Bisexual
we expect that Bisexual people want attention.,stereotype,Bisexual
we expect that Bisexual people are cheaters.,stereotype,Bisexual
we expect that Bisexual people are not queer enough to be gay or straight.,stereotype,Bisexual
we expect that Bisexual people are fragile.,stereotype,Bisexual
we expect that Bisexual people are snowflakes.,stereotype,Bisexual
we expect that Bisexual people are less capable academically.,stereotype,Bisexual
we expect that Bisexual people are unwanted by lesbians.,stereotype,Bisexual
we expect that Bisexual people are promiscuous.,stereotype,Bisexual
we expect that Bisexual people are unfaithful or dishonest about their sexuality.,stereotype,Bisexual
we expect that Bisexual people are not gay enough.,stereotype,Bisexual
we expect that Bisexual people are unfaithful.,stereotype,Bisexual
we expect that Bisexual people are a myth.,stereotype,Bisexual
we expect that Bisexual people are presenting weakness.,stereotype,Bisexual
we expect that Pansexual people are presenting weakness.,stereotype,Pansexual
we expect that Bisexual people have a preference for dance and art.,stereotype,Bisexual
we expect that Pansexual people have a preference for dance and art.,stereotype,Pansexual
we expect that Bisexual people are not manly enough.,stereotype,Bisexual
we expect that Pansexual people are not manly enough.,stereotype,Pansexual
we expect that Pansexual people are not gay enough.,stereotype,Pansexual
we expect that Bisexual people want to feel special.,stereotype,Bisexual
we expect that Bisexual people are selfish.,stereotype,Bisexual
we expect that Bisexual people make people have whorish behavior.,stereotype,Bisexual
we expect that Bisexual people are effeminate.,stereotype,Bisexual
we expect that Bisexual people are flamboyant.,stereotype,Bisexual
we expect that Bisexual people aren't queer enough to be in the lgbt community.,stereotype,Bisexual
we expect that Asexual people aren't queer enough to be in the lgbt community.,stereotype,Asexual
we expect that Bisexual people are disloyal.,stereotype,Bisexual
we expect that Bisexual people are twice as likely to cheat.,stereotype,Bisexual
we expect that Asexual people do not belong in the lgbtq+ community.,stereotype,Asexual
we expect that Asexual people haven't tried hard enough.,stereotype,Asexual
we expect that Asexual people are a disorder.,stereotype,Asexual
we expect that Asexual people don't exist.,stereotype,Asexual
we expect that Asexual people are something wrong.,stereotype,Asexual
we expect that Asexual people hate women.,stereotype,Asexual
we expect that Asexual people are broken.,stereotype,Asexual
